probe_id	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	probe_class	annotation_source
sim0000307		chr17	163008474	163008476	+	intergenic	False	-113251.0	OpenSea		simulated_background	simulated
sim0000308	RGN	chr20	102313110	102313112	+	gene_body	False	36002.0	OpenSea		simulated_background	simulated
sim0000309	MRM3	chr13	37508697	37508699	+	gene_body	False	13137.0	N_Shore	CGI:chr13:37508297-37509097	simulated_background	simulated
sim0000310	GNE	chr20	114441864	114441866	-	5UTR_1stExon	False	39053.0	Island	CGI:chr20:114441464-114442264	simulated_background	simulated
sim0000311	MDGA2	chr11	142245926	142245928	+	gene_body	False	13249.0	OpenSea		simulated_background	simulated
sim0000312		chr15	171534494	171534496	-	intergenic	False	163355.0	Island	CGI:chr15:171534094-171534894	simulated_background	simulated
sim0000313	GAB1	chr16	153098314	153098316	+	5UTR_1stExon	False	192576.0	Island	CGI:chr16:153097914-153098714	simulated_background	simulated
sim0000314	PVR	chr12	127892642	127892644	+	5UTR_1stExon	False	38300.0	OpenSea		simulated_background	simulated
sim0000315		chr3	156342666	156342668	-	intergenic	False	35395.0	Island	CGI:chr3:156342266-156343066	simulated_background	simulated
sim0000316	IDI2	chr15	171006956	171006958	-	TSS1500	True	-380.0	OpenSea		simulated_background	simulated
sim0000317		chr4	139573037	139573039	+	intergenic	False	-78768.0	N_Shelf	CGI:chr4:139572637-139573437	simulated_background	simulated
sim0000318	PREP	chr11	123266937	123266939	-	5UTR_1stExon	False	139431.0	S_Shelf	CGI:chr11:123266537-123267337	simulated_background	simulated
sim0000319		chr2	185750905	185750907	+	intergenic	False	-159769.0	S_Shore	CGI:chr2:185750505-185751305	simulated_background	simulated
sim0000320	ACSS2	chr21	221623440	221623442	-	TSS200	True	-79.0	S_Shelf	CGI:chr21:221623040-221623840	simulated_background	simulated
sim0000321	TRMT11	chr22	15465446	15465448	-	gene_body	False	29855.0	S_Shore	CGI:chr22:15465046-15465846	simulated_background	simulated
sim0000322		chrY	231245476	231245478	-	intergenic	False	190373.0	N_Shore	CGI:chrY:231245076-231245876	simulated_background	simulated
sim0000323	IL18BP	chr9	219806912	219806914	-	gene_body	False	3147.0	Island	CGI:chr9:219806512-219807312	simulated_background	simulated
sim0000324	SUN5	chr6	115483985	115483987	-	TSS1500	True	-378.0	N_Shore	CGI:chr6:115483585-115484385	simulated_background	simulated
sim0000325	FANCF	chr14	15168698	15168700	-	gene_body	False	31837.0	OpenSea		simulated_background	simulated
sim0000326		chr22	220253869	220253871	+	intergenic	False	-58564.0	Island	CGI:chr22:220253469-220254269	simulated_background	simulated
sim0000327	TANC1	chr15	192261849	192261851	+	TSS200	True	-143.0	Island	CGI:chr15:192261449-192262249	simulated_background	simulated
sim0000328	GLRA2	chr18	39119266	39119268	-	5UTR_1stExon	False	-139466.0	OpenSea		simulated_background	simulated
sim0000329	NR3C1	chr11	183315575	183315577	-	5UTR_1stExon	False	-50417.0	OpenSea		simulated_background	simulated
sim0000330		chrX	31767174	31767176	-	intergenic	False	-58214.0	N_Shore	CGI:chrX:31766774-31767574	simulated_background	simulated
sim0000331	NANOGP8	chr21	130679617	130679619	-	TSS200	True	-11.0	OpenSea		simulated_background	simulated
sim0000332	PIK3R2	chr18	239560868	239560870	+	gene_body	False	10086.0	OpenSea		simulated_background	simulated
sim0000333	OR4C12	chr6	5444636	5444638	-	gene_body	False	2657.0	OpenSea		simulated_background	simulated
sim0000334		chr9	127726331	127726333	+	intergenic	False	45607.0	OpenSea		simulated_background	simulated
sim0000335	KMT5A	chr17	55545244	55545246	-	TSS1500	True	-1209.0	Island	CGI:chr17:55544844-55545644	simulated_background	simulated
sim0000336	DTX3	chr2	72911446	72911448	-	5UTR_1stExon	False	67186.0	Island	CGI:chr2:72911046-72911846	simulated_background	simulated
sim0000337	OR5K4	chr10	195775581	195775583	-	gene_body	False	28178.0	Island	CGI:chr10:195775181-195775981	simulated_background	simulated
sim0000338	NFE2L1	chr22	202316603	202316605	+	TSS200	True	-4.0	Island	CGI:chr22:202316203-202317003	simulated_background	simulated
sim0000339	TMEM167B	chrY	8316696	8316698	-	TSS200	True	-10.0	Island	CGI:chrY:8316296-8317096	simulated_background	simulated
sim0000340	SWAP70	chr3	126622600	126622602	-	gene_body	False	3423.0	N_Shore	CGI:chr3:126622200-126623000	simulated_background	simulated
sim0000341	IL12RB1	chr3	101235538	101235540	-	5UTR_1stExon	False	-43397.0	OpenSea		simulated_background	simulated
sim0000342	RIMS4	chr6	84786949	84786951	-	gene_body	False	4693.0	OpenSea		simulated_background	simulated
sim0000343	CTU1	chr1	134770070	134770072	+	TSS1500	True	-1445.0	OpenSea		simulated_background	simulated
sim0000344	ZNF354A	chrY	17114235	17114237	-	gene_body	False	17278.0	Island	CGI:chrY:17113835-17114635	simulated_background	simulated
sim0000345	CD81	chr6	40187779	40187781	-	5UTR_1stExon	False	26826.0	Island	CGI:chr6:40187379-40188179	simulated_background	simulated
sim0000346	AVPR1B	chr5	80561422	80561424	-	TSS1500	True	-1229.0	N_Shore	CGI:chr5:80561022-80561822	simulated_background	simulated
sim0000347	PPIE	chr18	222383965	222383967	-	TSS1500	True	-362.0	OpenSea		simulated_background	simulated
sim0000348	PRKAR2B	chr17	207587708	207587710	-	5UTR_1stExon	False	-36732.0	S_Shore	CGI:chr17:207587308-207588108	simulated_background	simulated
sim0000349	TMEM9B	chr22	238959278	238959280	-	TSS200	True	-166.0	N_Shore	CGI:chr22:238958878-238959678	simulated_background	simulated
sim0000350	ZNF888	chr15	214679189	214679191	-	gene_body	False	2302.0	S_Shore	CGI:chr15:214678789-214679589	simulated_background	simulated
sim0000351	PGAP3	chr5	178414373	178414375	-	gene_body	False	7451.0	Island	CGI:chr5:178413973-178414773	simulated_background	simulated
sim0000352	RNF165	chr19	208852117	208852119	+	5UTR_1stExon	False	-175790.0	Island	CGI:chr19:208851717-208852517	simulated_background	simulated
sim0000353	PTGR2	chr7	222014720	222014722	-	gene_body	False	36259.0	S_Shelf	CGI:chr7:222014320-222015120	simulated_background	simulated
sim0000354	GDF2	chr1	27382274	27382276	-	gene_body	False	33462.0	N_Shore	CGI:chr1:27381874-27382674	simulated_background	simulated
sim0000355		chr22	108051099	108051101	-	intergenic	False	186487.0	OpenSea		simulated_background	simulated
sim0000356		chr17	234999020	234999022	+	intergenic	False	181625.0	OpenSea		simulated_background	simulated
sim0000357	SORCS3	chr22	35404485	35404487	+	TSS200	True	-122.0	Island	CGI:chr22:35404085-35404885	simulated_background	simulated
sim0000358	CELF4	chr6	104014948	104014950	-	5UTR_1stExon	False	120575.0	S_Shore	CGI:chr6:104014548-104015348	simulated_background	simulated
sim0000359	NEUROG2	chr3	1447419	1447421	+	5UTR_1stExon	False	-42366.0	OpenSea		simulated_background	simulated
sim0000360		chr18	53702468	53702470	-	intergenic	False	70146.0	S_Shelf	CGI:chr18:53702068-53702868	simulated_background	simulated
sim0000361	H4C13	chr12	113706073	113706075	+	5UTR_1stExon	False	-171628.0	Island	CGI:chr12:113705673-113706473	simulated_background	simulated
sim0000362	SPATA18	chr14	53643957	53643959	-	gene_body	False	36145.0	OpenSea		simulated_background	simulated
sim0000363	SUPT20HL1	chr17	92377314	92377316	+	gene_body	False	25790.0	OpenSea		simulated_background	simulated
sim0000364	EARS2	chr15	16616087	16616089	-	TSS200	True	-158.0	Island	CGI:chr15:16615687-16616487	simulated_background	simulated
sim0000365		chr12	62748496	62748498	-	intergenic	False	-51292.0	Island	CGI:chr12:62748096-62748896	simulated_background	simulated
sim0000366	ADAM21	chr13	116873537	116873539	+	5UTR_1stExon	False	122989.0	Island	CGI:chr13:116873137-116873937	simulated_background	simulated
sim0000367	KCNS3	chr2	193262960	193262962	+	TSS1500	True	-1315.0	N_Shelf	CGI:chr2:193262560-193263360	simulated_background	simulated
sim0000368	ARMC1	chr4	24102754	24102756	+	gene_body	False	29852.0	OpenSea		simulated_background	simulated
sim0000369	GPR75	chr12	95514334	95514336	+	gene_body	False	5479.0	S_Shelf	CGI:chr12:95513934-95514734	simulated_background	simulated
sim0000370	SFTPC	chr6	128449383	128449385	-	gene_body	False	21197.0	N_Shelf	CGI:chr6:128448983-128449783	simulated_background	simulated
sim0000371	CLDN5	chr21	179710187	179710189	-	gene_body	False	16182.0	OpenSea		simulated_background	simulated
sim0000372	HDAC3	chrY	48324028	48324030	+	5UTR_1stExon	False	22655.0	S_Shelf	CGI:chrY:48323628-48324428	simulated_background	simulated
sim0000373		chr20	36760611	36760613	-	intergenic	False	-171757.0	N_Shore	CGI:chr20:36760211-36761011	simulated_background	simulated
sim0000374	INPPL1	chr21	33122181	33122183	+	gene_body	False	27537.0	OpenSea		simulated_background	simulated
sim0000375	CHDH	chr11	147834102	147834104	-	TSS1500	True	-764.0	Island	CGI:chr11:147833702-147834502	simulated_background	simulated
sim0000376	NNT	chr2	62857732	62857734	-	5UTR_1stExon	False	-111596.0	Island	CGI:chr2:62857332-62858132	simulated_background	simulated
sim0000377	RNFT1	chr10	43776192	43776194	-	TSS200	True	-107.0	S_Shore	CGI:chr10:43775792-43776592	simulated_background	simulated
sim0000378	GPR119	chr7	30331915	30331917	-	gene_body	False	37744.0	Island	CGI:chr7:30331515-30332315	simulated_background	simulated
sim0000379	TMOD3	chr14	103008810	103008812	+	TSS1500	True	-615.0	S_Shelf	CGI:chr14:103008410-103009210	simulated_background	simulated
sim0000380	NCOA6	chr7	37667902	37667904	+	TSS200	True	-187.0	Island	CGI:chr7:37667502-37668302	simulated_background	simulated
sim0000381		chr15	120565319	120565321	-	intergenic	False	85594.0	N_Shore	CGI:chr15:120564919-120565719	simulated_background	simulated
sim0000382	MAGI1	chr9	55879078	55879080	+	gene_body	False	2019.0	OpenSea		simulated_background	simulated
sim0000383	MYL11	chr21	37863156	37863158	+	gene_body	False	26140.0	Island	CGI:chr21:37862756-37863556	simulated_background	simulated
sim0000384	ZSWIM6	chr3	111974245	111974247	+	TSS200	True	-82.0	Island	CGI:chr3:111973845-111974645	simulated_background	simulated
sim0000385	OR8D2	chr22	211316690	211316692	-	5UTR_1stExon	False	-137215.0	Island	CGI:chr22:211316290-211317090	simulated_background	simulated
sim0000386	ANKRD9	chr12	23092470	23092472	-	TSS200	True	-96.0	OpenSea		simulated_background	simulated
sim0000387		chr20	65720357	65720359	+	intergenic	False	-12811.0	Island	CGI:chr20:65719957-65720757	simulated_background	simulated
sim0000388		chr12	78260447	78260449	-	intergenic	False	194914.0	Island	CGI:chr12:78260047-78260847	simulated_background	simulated
sim0000389		chr5	69509997	69509999	-	intergenic	False	-53650.0	OpenSea		simulated_background	simulated
sim0000390	MACIR	chr17	125040249	125040251	-	5UTR_1stExon	False	-65672.0	S_Shore	CGI:chr17:125039849-125040649	simulated_background	simulated
sim0000391	TMPRSS6	chr12	23543502	23543504	-	5UTR_1stExon	False	-147634.0	Island	CGI:chr12:23543102-23543902	simulated_background	simulated
sim0000392	ENTREP1	chr21	223758666	223758668	+	TSS1500	True	-909.0	OpenSea		simulated_background	simulated
sim0000393	RPL27	chrX	206913199	206913201	+	5UTR_1stExon	False	-16056.0	N_Shore	CGI:chrX:206912799-206913599	simulated_background	simulated
sim0000394	ELP3	chr1	187874151	187874153	-	gene_body	False	38370.0	OpenSea		simulated_background	simulated
sim0000395	OR4F4	chr20	99362118	99362120	-	TSS200	True	-75.0	Island	CGI:chr20:99361718-99362518	simulated_background	simulated
sim0000396	ZNF250	chr3	236174358	236174360	+	gene_body	False	33274.0	OpenSea		simulated_background	simulated
sim0000397	KSR1	chr13	96848238	96848240	+	gene_body	False	33224.0	Island	CGI:chr13:96847838-96848638	simulated_background	simulated
sim0000398		chr9	22690393	22690395	-	intergenic	False	14507.0	Island	CGI:chr9:22689993-22690793	simulated_background	simulated
sim0000399	TAAR2	chr17	171621206	171621208	-	TSS200	True	-154.0	OpenSea		simulated_background	simulated
sim0000400	CSPG4	chr10	152213894	152213896	-	TSS200	True	-151.0	N_Shelf	CGI:chr10:152213494-152214294	simulated_background	simulated
sim0000401		chr5	111087876	111087878	-	intergenic	False	-74675.0	S_Shore	CGI:chr5:111087476-111088276	simulated_background	simulated
sim0000402	CYP3A43	chr15	236165603	236165605	-	gene_body	False	4314.0	OpenSea		simulated_background	simulated
sim0000403	DCUN1D2	chr8	140956207	140956209	+	TSS1500	True	-365.0	Island	CGI:chr8:140955807-140956607	simulated_background	simulated
sim0000404	FBXO32	chr6	44165120	44165122	-	gene_body	False	16467.0	OpenSea		simulated_background	simulated
sim0000405	MEX3B	chr1	111638490	111638492	-	gene_body	False	10612.0	OpenSea		simulated_background	simulated
sim0000406	PLA2G4D	chr20	169645569	169645571	+	gene_body	False	36809.0	Island	CGI:chr20:169645169-169645969	simulated_background	simulated
sim0000407	BACH1	chr11	195908566	195908568	+	TSS200	True	-26.0	Island	CGI:chr11:195908166-195908966	simulated_background	simulated
sim0000408	STAC2	chr11	130105252	130105254	-	5UTR_1stExon	False	-126697.0	Island	CGI:chr11:130104852-130105652	simulated_background	simulated
sim0000409	MED30	chr18	184920314	184920316	-	gene_body	False	16742.0	N_Shore	CGI:chr18:184919914-184920714	simulated_background	simulated
sim0000410	RIN3	chr5	81764531	81764533	+	gene_body	False	10353.0	OpenSea		simulated_background	simulated
sim0000411	PLEKHN1	chr5	149111221	149111223	-	5UTR_1stExon	False	-4811.0	Island	CGI:chr5:149110821-149111621	simulated_background	simulated
sim0000412	TAAR5	chr14	119314442	119314444	-	gene_body	False	37509.0	OpenSea		simulated_background	simulated
sim0000413	EEF1AKMT1	chr4	101549271	101549273	-	gene_body	False	11065.0	OpenSea		simulated_background	simulated
sim0000414	IL17RA	chr21	15028075	15028077	-	TSS200	True	-190.0	S_Shore	CGI:chr21:15027675-15028475	simulated_background	simulated
sim0000415	THEM5	chr2	223798457	223798459	-	gene_body	False	1816.0	N_Shore	CGI:chr2:223798057-223798857	simulated_background	simulated
sim0000416	NABP2	chr21	191504657	191504659	-	gene_body	False	23726.0	S_Shore	CGI:chr21:191504257-191505057	simulated_background	simulated
sim0000417		chr4	209793276	209793278	-	intergenic	False	48500.0	S_Shore	CGI:chr4:209792876-209793676	simulated_background	simulated
sim0000418	PABPC1L	chr5	111362056	111362058	-	gene_body	False	19295.0	N_Shore	CGI:chr5:111361656-111362456	simulated_background	simulated
sim0000419	IL1A	chr12	39680614	39680616	+	gene_body	False	4459.0	OpenSea		simulated_background	simulated
sim0000420	CYP2C18	chr12	74250533	74250535	-	5UTR_1stExon	False	-82740.0	OpenSea		simulated_background	simulated
sim0000421	CHRDL1	chr1	119129312	119129314	+	TSS200	True	-81.0	Island	CGI:chr1:119128912-119129712	simulated_background	simulated
sim0000422	XRN1	chr9	84853529	84853531	+	gene_body	False	14205.0	N_Shore	CGI:chr9:84853129-84853929	simulated_background	simulated
sim0000423	LCE6A	chr7	134645280	134645282	+	TSS200	True	-53.0	OpenSea		simulated_background	simulated
sim0000424	MCM10	chr15	223416932	223416934	+	gene_body	False	22857.0	Island	CGI:chr15:223416532-223417332	simulated_background	simulated
sim0000425	SCN3B	chr2	217175925	217175927	+	gene_body	False	12782.0	S_Shore	CGI:chr2:217175525-217176325	simulated_background	simulated
sim0000426	LRRFIP1	chr5	111169763	111169765	-	gene_body	False	27638.0	N_Shelf	CGI:chr5:111169363-111170163	simulated_background	simulated
sim0000427	NEXMIF	chr22	20672401	20672403	+	5UTR_1stExon	False	-82224.0	OpenSea		simulated_background	simulated
sim0000428	BTBD9	chr3	58855815	58855817	+	gene_body	False	5603.0	Island	CGI:chr3:58855415-58856215	simulated_background	simulated
sim0000429	LAMC3	chr16	117997241	117997243	-	gene_body	False	18427.0	Island	CGI:chr16:117996841-117997641	simulated_background	simulated
sim0000430	PPEF2	chr20	208341554	208341556	-	gene_body	False	20086.0	OpenSea		simulated_background	simulated
sim0000431		chr20	113579467	113579469	-	intergenic	False	-71414.0	OpenSea		simulated_background	simulated
sim0000432	HCAR2	chr18	154256555	154256557	-	gene_body	False	12120.0	OpenSea		simulated_background	simulated
sim0000433	ARHGEF26	chr16	29968789	29968791	-	TSS200	True	-132.0	Island	CGI:chr16:29968389-29969189	simulated_background	simulated
sim0000434	ZFP64	chr6	139011841	139011843	+	5UTR_1stExon	False	99402.0	OpenSea		simulated_background	simulated
sim0000435	GOLIM4	chr20	100050644	100050646	-	TSS200	True	-173.0	Island	CGI:chr20:100050244-100051044	simulated_background	simulated
sim0000436		chr1	69595027	69595029	+	intergenic	False	-40104.0	Island	CGI:chr1:69594627-69595427	simulated_background	simulated
sim0000437	HFM1	chr14	219875594	219875596	+	gene_body	False	16880.0	OpenSea		simulated_background	simulated
sim0000438	CEP162	chr19	90520847	90520849	-	TSS200	True	-184.0	N_Shelf	CGI:chr19:90520447-90521247	simulated_background	simulated
sim0000439	PAPPA2	chr15	185617149	185617151	+	gene_body	False	24828.0	N_Shore	CGI:chr15:185616749-185617549	simulated_background	simulated
sim0000440	GLYATL1	chrX	107082510	107082512	+	gene_body	False	34199.0	Island	CGI:chrX:107082110-107082910	simulated_background	simulated
sim0000441	SLC2A1	chr17	25847694	25847696	-	TSS200	True	-1.0	OpenSea		simulated_background	simulated
sim0000442		chr6	71403249	71403251	+	intergenic	False	172276.0	OpenSea		simulated_background	simulated
sim0000443	PHC2	chr13	195398917	195398919	+	TSS1500	True	-792.0	OpenSea		simulated_background	simulated
sim0000444	TEKT2	chr5	109369998	109370000	-	TSS1500	True	-710.0	OpenSea		simulated_background	simulated
sim0000445	CX3CR1	chr1	160506924	160506926	-	5UTR_1stExon	False	70714.0	Island	CGI:chr1:160506524-160507324	simulated_background	simulated
sim0000446	TATDN2	chr14	102705546	102705548	+	gene_body	False	32511.0	Island	CGI:chr14:102705146-102705946	simulated_background	simulated
sim0000447	GYS1	chr1	123950457	123950459	+	TSS1500	True	-539.0	Island	CGI:chr1:123950057-123950857	simulated_background	simulated
sim0000448	VPS35	chr18	138879305	138879307	+	TSS200	True	-38.0	Island	CGI:chr18:138878905-138879705	simulated_background	simulated
sim0000449		chr16	88039868	88039870	+	intergenic	False	-7207.0	S_Shore	CGI:chr16:88039468-88040268	simulated_background	simulated
sim0000450	PLEKHF1	chr1	220229107	220229109	+	TSS200	True	-48.0	Island	CGI:chr1:220228707-220229507	simulated_background	simulated
sim0000451	KRT37	chr7	203682639	203682641	+	TSS1500	True	-238.0	Island	CGI:chr7:203682239-203683039	simulated_background	simulated
sim0000452	MOCS1	chr20	114916086	114916088	+	gene_body	False	31663.0	S_Shore	CGI:chr20:114915686-114916486	simulated_background	simulated
sim0000453		chr21	5326682	5326684	+	intergenic	False	64219.0	OpenSea		simulated_background	simulated
sim0000454	MARF1	chr11	76453785	76453787	-	gene_body	False	22647.0	N_Shore	CGI:chr11:76453385-76454185	simulated_background	simulated
sim0000455	P3H2	chr5	173785217	173785219	-	gene_body	False	39608.0	Island	CGI:chr5:173784817-173785617	simulated_background	simulated
sim0000456	ATP8B1	chr10	85521977	85521979	+	TSS1500	True	-475.0	Island	CGI:chr10:85521577-85522377	simulated_background	simulated
sim0000457	PGLYRP2	chr17	190970092	190970094	+	TSS200	True	-144.0	OpenSea		simulated_background	simulated
sim0000458	H2BU1	chrX	129851374	129851376	-	gene_body	False	28528.0	Island	CGI:chrX:129850974-129851774	simulated_background	simulated
sim0000459	SQLE	chr16	187992709	187992711	+	TSS1500	True	-474.0	N_Shore	CGI:chr16:187992309-187993109	simulated_background	simulated
sim0000460	SPG7	chr8	13916754	13916756	-	TSS200	True	-129.0	OpenSea		simulated_background	simulated
sim0000461	H3C14	chr19	61814150	61814152	-	gene_body	False	21362.0	OpenSea		simulated_background	simulated
sim0000462	CEBPB	chr10	228975937	228975939	-	gene_body	False	11475.0	Island	CGI:chr10:228975537-228976337	simulated_background	simulated
sim0000463	SPAAR	chr6	24122811	24122813	+	TSS200	True	-37.0	OpenSea		simulated_background	simulated
sim0000464		chr1	154734767	154734769	+	intergenic	False	171177.0	OpenSea		simulated_background	simulated
sim0000465	NOSIP	chr22	168373315	168373317	-	TSS1500	True	-419.0	N_Shore	CGI:chr22:168372915-168373715	simulated_background	simulated
sim0000466	KAT2B	chr12	32223897	32223899	-	gene_body	False	27144.0	N_Shore	CGI:chr12:32223497-32224297	simulated_background	simulated
sim0000467	NR4A1	chr21	138618143	138618145	+	TSS200	True	-115.0	OpenSea		simulated_background	simulated
sim0000468	HCFC1	chr8	19220402	19220404	-	TSS1500	True	-1298.0	OpenSea		simulated_background	simulated
sim0000469	PCLAF	chr10	137140604	137140606	-	gene_body	False	39827.0	Island	CGI:chr10:137140204-137141004	simulated_background	simulated
sim0000470		chr14	122643774	122643776	+	intergenic	False	-21179.0	Island	CGI:chr14:122643374-122644174	simulated_background	simulated
sim0000471		chr3	140149442	140149444	-	intergenic	False	121319.0	OpenSea		simulated_background	simulated
sim0000472	OR51L1	chr9	238633690	238633692	+	5UTR_1stExon	False	-31370.0	N_Shore	CGI:chr9:238633290-238634090	simulated_background	simulated
sim0000473	LMO2	chr15	187355108	187355110	+	gene_body	False	9346.0	N_Shore	CGI:chr15:187354708-187355508	simulated_background	simulated
sim0000474	PRPS1L1	chr3	104234578	104234580	-	gene_body	False	10148.0	Island	CGI:chr3:104234178-104234978	simulated_background	simulated
sim0000475	PPIAL4G	chrX	239284415	239284417	+	TSS200	True	-92.0	OpenSea		simulated_background	simulated
sim0000476		chr22	89117463	89117465	+	intergenic	False	-167565.0	N_Shore	CGI:chr22:89117063-89117863	simulated_background	simulated
sim0000477	NMS	chr3	179001321	179001323	+	TSS200	True	-161.0	OpenSea		simulated_background	simulated
sim0000478	RPL13A	chr16	234462840	234462842	+	TSS1500	True	-525.0	OpenSea		simulated_background	simulated
sim0000479		chr22	19045670	19045672	-	intergenic	False	-29046.0	N_Shelf	CGI:chr22:19045270-19046070	simulated_background	simulated
sim0000480	PDZD2	chr2	119455122	119455124	+	5UTR_1stExon	False	-58595.0	OpenSea		simulated_background	simulated
sim0000481	PSMD4	chr18	83515486	83515488	-	TSS200	True	-14.0	N_Shelf	CGI:chr18:83515086-83515886	simulated_background	simulated
sim0000482	ZNF397	chr13	64284196	64284198	+	5UTR_1stExon	False	194047.0	OpenSea		simulated_background	simulated
sim0000483		chr4	3095806	3095808	-	intergenic	False	78212.0	Island	CGI:chr4:3095406-3096206	simulated_background	simulated
sim0000484		chr12	205985568	205985570	+	intergenic	False	-74786.0	OpenSea		simulated_background	simulated
sim0000485	SEMA4A	chr16	38784604	38784606	+	gene_body	False	32417.0	Island	CGI:chr16:38784204-38785004	simulated_background	simulated
sim0000486	NCEH1	chr12	227821924	227821926	-	gene_body	False	33242.0	Island	CGI:chr12:227821524-227822324	simulated_background	simulated
sim0000487	ARHGEF5	chr3	16347848	16347850	-	gene_body	False	15296.0	Island	CGI:chr3:16347448-16348248	simulated_background	simulated
sim0000488	TSPYL5	chr18	181477942	181477944	-	gene_body	False	21111.0	OpenSea		simulated_background	simulated
sim0000489	PFKP	chr6	62664005	62664007	+	TSS200	True	-53.0	S_Shore	CGI:chr6:62663605-62664405	simulated_background	simulated
sim0000490		chr12	148091446	148091448	-	intergenic	False	-29832.0	Island	CGI:chr12:148091046-148091846	simulated_background	simulated
sim0000491	TBCK	chr13	17187533	17187535	+	gene_body	False	3612.0	Island	CGI:chr13:17187133-17187933	simulated_background	simulated
sim0000492	FBXO45	chr19	95695491	95695493	-	5UTR_1stExon	False	-51679.0	Island	CGI:chr19:95695091-95695891	simulated_background	simulated
sim0000493	TRIM13	chr15	55907644	55907646	-	gene_body	False	20230.0	N_Shore	CGI:chr15:55907244-55908044	simulated_background	simulated
sim0000494	CAPN14	chr16	36382666	36382668	+	TSS1500	True	-1197.0	OpenSea		simulated_background	simulated
sim0000495		chr21	214887090	214887092	-	intergenic	False	194041.0	Island	CGI:chr21:214886690-214887490	simulated_background	simulated
sim0000496	MACO1	chr17	55742454	55742456	+	gene_body	False	5252.0	Island	CGI:chr17:55742054-55742854	simulated_background	simulated
sim0000497	RAB43	chr18	217556573	217556575	+	gene_body	False	20242.0	Island	CGI:chr18:217556173-217556973	simulated_background	simulated
sim0000498	VHL	chr17	77982850	77982852	+	gene_body	False	28757.0	OpenSea		simulated_background	simulated
sim0000499	ZNF77	chr11	201554609	201554611	+	TSS1500	True	-644.0	OpenSea		simulated_background	simulated
sim0000500	GABBR2	chr5	167929109	167929111	-	TSS1500	True	-740.0	OpenSea		simulated_background	simulated
sim0000501	CCDC106	chr3	183745502	183745504	+	5UTR_1stExon	False	-106095.0	OpenSea		simulated_background	simulated
sim0000502	NAV2	chr4	101131419	101131421	+	gene_body	False	33508.0	N_Shore	CGI:chr4:101131019-101131819	simulated_background	simulated
sim0000503	CENPC	chr4	66824084	66824086	-	5UTR_1stExon	False	172378.0	N_Shore	CGI:chr4:66823684-66824484	simulated_background	simulated
sim0000504	KCNQ2	chr10	177890377	177890379	+	gene_body	False	28714.0	Island	CGI:chr10:177889977-177890777	simulated_background	simulated
sim0000505	ENTPD5	chr21	109567114	109567116	+	gene_body	False	24011.0	OpenSea		simulated_background	simulated
sim0000506		chr6	12097654	12097656	-	intergenic	False	82675.0	N_Shore	CGI:chr6:12097254-12098054	simulated_background	simulated
sim0000507		chr10	167100025	167100027	-	intergenic	False	-131845.0	OpenSea		simulated_background	simulated
sim0000508		chr12	9517185	9517187	+	intergenic	False	7549.0	N_Shore	CGI:chr12:9516785-9517585	simulated_background	simulated
sim0000509	PPP1R1B	chr1	221215417	221215419	+	TSS1500	True	-826.0	Island	CGI:chr1:221215017-221215817	simulated_background	simulated
sim0000510	NCF1B	chr15	21904363	21904365	-	gene_body	False	32482.0	S_Shore	CGI:chr15:21903963-21904763	simulated_background	simulated
sim0000511	SKA1	chr2	150329503	150329505	+	gene_body	False	29676.0	S_Shelf	CGI:chr2:150329103-150329903	simulated_background	simulated
sim0000512	RAD54L	chrX	82646771	82646773	-	gene_body	False	26408.0	OpenSea		simulated_background	simulated
sim0000513	ACKR1	chr9	171158591	171158593	+	gene_body	False	27899.0	S_Shelf	CGI:chr9:171158191-171158991	simulated_background	simulated
sim0000514	NXT1	chr21	176750140	176750142	-	TSS1500	True	-699.0	OpenSea		simulated_background	simulated
sim0000515	ACER3	chr1	13189290	13189292	-	TSS200	True	-30.0	S_Shelf	CGI:chr1:13188890-13189690	simulated_background	simulated
sim0000516	SLC28A2	chr7	125297258	125297260	-	gene_body	False	10705.0	OpenSea		simulated_background	simulated
sim0000517	KCNH4	chr11	180988743	180988745	-	gene_body	False	39431.0	OpenSea		simulated_background	simulated
sim0000518	PCOLCE2	chr12	201706102	201706104	+	gene_body	False	21557.0	Island	CGI:chr12:201705702-201706502	simulated_background	simulated
sim0000519	PYGL	chr9	151584282	151584284	+	5UTR_1stExon	False	-131338.0	Island	CGI:chr9:151583882-151584682	simulated_background	simulated
sim0000520	ZNF806	chr14	233687630	233687632	-	TSS200	True	-176.0	S_Shore	CGI:chr14:233687230-233688030	simulated_background	simulated
sim0000521		chr7	113565257	113565259	+	intergenic	False	-103427.0	N_Shore	CGI:chr7:113564857-113565657	simulated_background	simulated
sim0000522	AK9	chr18	200030614	200030616	-	gene_body	False	4252.0	Island	CGI:chr18:200030214-200031014	simulated_background	simulated
sim0000523	SEC24A	chr20	221142750	221142752	+	TSS1500	True	-226.0	S_Shore	CGI:chr20:221142350-221143150	simulated_background	simulated
sim0000524	ADK	chr20	194256763	194256765	+	TSS1500	True	-519.0	Island	CGI:chr20:194256363-194257163	simulated_background	simulated
sim0000525	RBFOX3	chr21	47527671	47527673	+	gene_body	False	20923.0	Island	CGI:chr21:47527271-47528071	simulated_background	simulated
